customer_id,plan_type,churn_status,risk_score,monthly_revenue,days_since_last_login,engagement_bucket,usage_bucket,support_bucket,payment_history,customer_satisfaction_score
409,Pro,Active,3,56.00,3,High,Medium,Low,Delayed,10
410,Basic,Active,2,25.00,29,High,Medium,Low,On-Time,7
411,Pro,Active,0,63.00,11,High,High,Low,On-Time,9
412,Enterprise,Active,2,129.00,27,High,Medium,Low,On-Time,9
413,Pro,Active,2,43.00,10,Medium,Medium,Low,On-Time,9
414,Pro,Active,2,66.00,34,High,High,Low,On-Time,10
415,Pro,Active,2,64.00,39,High,High,Low,On-Time,7
416,Pro,Active,2,79.00,16,High,High,Medium,On-Time,8
417,Basic,Active,2,24.00,3,Medium,Medium,Low,On-Time,7
418,Basic,Active,2,22.00,38,High,High,Low,On-Time,7
419,Basic,Active,2,24.00,28,Medium,High,Low,On-Time,10
420,Enterprise,"At Risk",5,239.00,20,Medium,Medium,High,On-Time,7
421,Pro,Active,3,52.00,29,Medium,High,Medium,On-Time,7
422,Basic,"At Risk",5,27.00,24,Medium,Medium,High,On-Time,9
423,Basic,Active,1,11.00,28,High,High,Low,On-Time,8
424,Basic,Active,1,11.00,26,High,High,Low,On-Time,9
425,Pro,"At Risk",5,79.00,24,High,High,High,Delayed,8
426,Basic,"At Risk",7,11.00,55,Medium,Medium,Low,Delayed,4
427,Basic,"At Risk",8,18.00,62,Medium,Low,Low,Delayed,7
428,Basic,Active,3,16.00,34,High,High,Medium,On-Time,9
429,Basic,"At Risk",7,14.00,82,Medium,Medium,Low,Delayed,7
430,Pro,Active,3,44.00,29,High,Medium,Medium,On-Time,10
431,Pro,Active,0,59.00,13,High,High,Low,On-Time,10
432,Pro,Active,3,73.00,35,High,Medium,Low,On-Time,10
433,Basic,Active,1,13.00,1,High,Medium,Low,On-Time,7
434,Pro,Active,3,45.00,31,Medium,High,Low,On-Time,8
435,Enterprise,Churned,14,133.00,220,Low,Low,High,Missed,5
436,Pro,Active,4,53.00,34,High,Medium,Medium,On-Time,9
437,Basic,Churned,13,18.00,187,Low,Low,Low,Delayed,3
438,Basic,"At Risk",5,21.00,40,Medium,Medium,Medium,On-Time,7
439,Basic,Active,1,23.00,5,High,High,Medium,On-Time,10
440,Basic,Active,1,28.00,13,High,High,Medium,On-Time,7
441,Basic,Active,2,25.00,7,High,High,Low,Delayed,7
442,Basic,"At Risk",8,27.00,41,Medium,Medium,High,Delayed,8
443,Enterprise,Churned,12,182.00,73,Low,Low,High,Delayed,5
444,Pro,Active,0,73.00,8,High,High,Low,On-Time,8
445,Basic,"At Risk",6,10.00,20,High,Medium,High,Delayed,9
446,Pro,Active,4,77.00,22,Medium,Medium,Medium,On-Time,9
447,Basic,Churned,13,14.00,83,Low,Low,High,Missed,5
448,Enterprise,Churned,9,138.00,74,Low,Low,Low,Delayed,7
449,Basic,Active,2,10.00,19,High,High,Medium,On-Time,7
450,Basic,"At Risk",5,27.00,42,High,Medium,Low,Delayed,7
451,Basic,Active,2,13.00,24,High,High,Medium,On-Time,8
452,Basic,Active,1,20.00,4,High,High,Medium,On-Time,7
453,Enterprise,Active,4,157.00,41,Medium,Medium,Low,On-Time,10
454,Pro,Active,1,70.00,6,High,High,Medium,On-Time,8
455,Pro,Active,3,66.00,29,Medium,High,Medium,On-Time,9
456,Basic,Churned,9,26.00,104,Medium,Low,Medium,On-Time,6
457,Pro,Churned,13,61.00,186,Low,Low,High,Delayed,4
458,Basic,Active,2,23.00,4,High,Medium,Medium,On-Time,8
459,Basic,Active,0,22.00,5,High,High,Low,On-Time,9
460,Pro,Active,4,46.00,10,Medium,Medium,High,On-Time,10
461,Basic,Active,4,10.00,44,Medium,High,Medium,On-Time,7
462,Basic,Active,3,26.00,38,Medium,High,Low,On-Time,10
463,Basic,Active,2,21.00,39,High,High,Low,On-Time,9
464,Basic,"At Risk",6,17.00,40,Medium,Medium,High,On-Time,9
465,Basic,Active,4,26.00,36,Medium,High,Medium,On-Time,10
466,Pro,Active,2,69.00,21,High,Medium,Low,On-Time,10
467,Pro,Active,2,48.00,35,High,High,Low,On-Time,8
468,Basic,Active,3,25.00,16,Medium,Medium,Low,On-Time,10
469,Basic,Churned,12,27.00,92,Medium,Low,High,Delayed,4
470,Basic,"At Risk",8,13.00,48,Medium,Low,Low,Delayed,4
471,Enterprise,Active,0,133.00,1,High,High,Low,On-Time,9
472,Pro,Active,2,63.00,11,Medium,High,Medium,On-Time,8
473,Pro,Active,2,71.00,42,High,High,Low,On-Time,10
474,Basic,Churned,14,21.00,207,Low,Low,Low,Missed,3
475,Basic,Churned,15,28.00,217,Low,Low,Medium,Missed,3
476,Basic,Active,3,15.00,22,High,High,High,On-Time,7
477,Basic,"At Risk",8,10.00,46,Medium,Low,Low,Delayed,6
478,Basic,Churned,10,18.00,104,Medium,Low,High,On-Time,4
479,Basic,Active,3,27.00,40,High,Medium,Low,On-Time,7
480,Basic,Active,1,20.00,19,High,High,Low,On-Time,10
481,Basic,Churned,11,10.00,83,Low,Low,Low,Missed,6
482,Basic,Active,2,11.00,12,Medium,Medium,Low,On-Time,10
483,Pro,Active,3,48.00,37,High,Medium,Low,On-Time,7
484,Basic,Active,3,23.00,38,High,Medium,Low,On-Time,9
485,Basic,Active,0,29.00,7,High,High,Low,On-Time,10
486,Basic,Active,2,14.00,14,High,Medium,Medium,On-Time,8
487,Enterprise,Active,2,210.00,1,High,Medium,Medium,On-Time,9
488,Pro,Active,3,60.00,3,Medium,Medium,Medium,On-Time,10
489,Pro,Active,3,46.00,40,Medium,High,Low,On-Time,7
490,Pro,Churned,14,47.00,169,Low,Low,Low,Missed,2
491,Basic,Active,1,29.00,7,High,Medium,Low,On-Time,10
492,Basic,Active,1,23.00,7,Medium,High,Low,On-Time,9
493,Enterprise,Active,3,184.00,9,High,High,Medium,Delayed,10
494,Basic,Active,3,27.00,20,Medium,High,Medium,On-Time,9
495,Pro,"At Risk",5,45.00,26,Medium,Medium,High,On-Time,10
496,Enterprise,Active,4,122.00,38,Medium,Medium,Low,On-Time,7
497,Pro,Churned,14,58.00,201,Low,Low,Low,Missed,2
498,Basic,Active,2,10.00,11,Medium,Medium,Low,On-Time,8
499,Pro,"At Risk",7,43.00,84,Low,Medium,Low,On-Time,5
500,Basic,Active,2,27.00,25,High,High,Medium,On-Time,8
501,Enterprise,Active,0,288.00,11,High,High,Low,On-Time,9
502,Basic,Active,2,12.00,8,Medium,High,Medium,On-Time,7
503,Pro,Churned,10,79.00,67,Low,Medium,Low,Missed,5
504,Basic,"At Risk",5,23.00,5,Medium,High,High,Delayed,8
505,Basic,Active,2,16.00,36,High,High,Low,On-Time,10
506,Pro,Active,2,42.00,19,High,Medium,Low,On-Time,8
507,Basic,Active,1,29.00,26,High,High,Low,On-Time,7
508,Pro,Active,4,62.00,37,Medium,Medium,Low,On-Time,7
509,Basic,Churned,10,25.00,58,Low,Low,Medium,Delayed,6
510,Pro,Active,4,53.00,19,High,High,Medium,Delayed,7
511,Pro,Active,3,48.00,13,Medium,Medium,Medium,On-Time,7
512,Basic,Active,1,29.00,14,Medium,High,Low,On-Time,9
513,Enterprise,"At Risk",5,183.00,1,High,Medium,High,Delayed,7
514,Basic,Active,2,13.00,13,High,High,Low,Delayed,10
515,Basic,Active,1,25.00,3,Medium,High,Low,On-Time,8
516,Pro,Active,3,58.00,19,High,High,High,On-Time,9
517,Basic,Active,3,26.00,9,Medium,High,High,On-Time,10
518,Pro,Active,2,50.00,7,Medium,High,Medium,On-Time,7
519,Enterprise,Active,2,261.00,42,High,High,Low,On-Time,8
520,Basic,Active,2,26.00,17,Medium,High,Low,On-Time,10
521,Pro,Churned,14,56.00,263,Low,Low,Medium,Delayed,1
522,Pro,Active,4,41.00,37,Medium,High,Medium,On-Time,7
523,Enterprise,Active,2,122.00,26,High,Medium,Low,On-Time,8
524,Basic,Active,1,20.00,12,High,High,Medium,On-Time,8
525,Basic,Churned,11,24.00,87,Low,Low,Low,Missed,4
526,Pro,Active,4,73.00,34,Medium,High,Medium,On-Time,10
527,Pro,Active,2,52.00,12,High,Medium,Medium,On-Time,10
528,Pro,"At Risk",6,62.00,22,Medium,High,High,Delayed,10
529,Basic,Active,1,27.00,5,High,High,Medium,On-Time,10
530,Basic,Active,1,21.00,15,High,High,Low,On-Time,10
531,Basic,Active,2,10.00,17,Medium,High,Low,On-Time,10
532,Pro,"At Risk",7,68.00,51,Medium,Medium,Medium,Delayed,7
533,Pro,Active,1,67.00,7,Medium,High,Low,On-Time,7
534,Pro,Active,4,75.00,19,Medium,High,High,On-Time,8
535,Basic,Active,3,27.00,26,Medium,Medium,Low,On-Time,7
536,Pro,Active,2,40.00,6,High,High,High,On-Time,10
537,Basic,Active,1,25.00,7,High,Medium,Low,On-Time,10
538,Basic,Active,2,29.00,10,Medium,Medium,Low,On-Time,7
539,Pro,Active,0,49.00,13,High,High,Low,On-Time,8
540,Basic,Churned,9,26.00,60,Low,Low,Medium,On-Time,5
541,Pro,Churned,9,58.00,62,Medium,Medium,Medium,Delayed,5
542,Enterprise,Active,3,274.00,40,High,Medium,Low,On-Time,9
543,Pro,"At Risk",7,49.00,50,Low,Medium,Low,Delayed,7
544,Pro,"At Risk",5,75.00,42,Medium,High,Low,Delayed,9
545,Pro,Active,3,60.00,5,Medium,High,Low,Delayed,8
546,Basic,Active,4,11.00,17,High,Medium,High,On-Time,7
547,Pro,"At Risk",5,49.00,42,Medium,Medium,Medium,On-Time,8
548,Basic,Active,4,17.00,35,Medium,Medium,Low,On-Time,8
549,Basic,Active,3,20.00,28,High,High,Low,Delayed,7
550,Basic,Active,2,13.00,29,High,Medium,Low,On-Time,9
551,Basic,Active,2,20.00,30,High,High,Medium,On-Time,10
552,Pro,Active,2,73.00,24,High,High,Medium,On-Time,10
553,Basic,"At Risk",5,13.00,40,Medium,Medium,Medium,On-Time,10
554,Basic,Active,3,15.00,18,High,Medium,Medium,On-Time,10
555,Basic,Active,3,24.00,30,Medium,Medium,Low,On-Time,7
556,Basic,Active,4,25.00,32,High,High,High,On-Time,7
557,Enterprise,Active,0,269.00,12,High,High,Low,On-Time,8
558,Basic,Churned,10,22.00,117,Low,Low,Medium,On-Time,5
559,Basic,"At Risk",8,19.00,91,Low,Medium,Low,On-Time,6
560,Basic,Churned,9,23.00,90,Low,Medium,Low,Delayed,4
561,Basic,Churned,14,11.00,235,Low,Low,Low,Missed,3
562,Pro,Active,2,50.00,20,High,Medium,Low,On-Time,10
563,Basic,"At Risk",8,24.00,79,Low,Low,Low,On-Time,4
564,Pro,"At Risk",7,43.00,106,Medium,Low,Low,On-Time,7
565,Basic,Churned,11,23.00,80,Low,Medium,Medium,Missed,5
566,Basic,Active,2,21.00,13,Medium,High,Medium,On-Time,10
567,Enterprise,Churned,14,124.00,254,Low,Low,Low,Missed,1
568,Pro,Churned,11,70.00,251,Low,Low,Low,Delayed,4
569,Pro,Active,2,64.00,17,High,High,Medium,On-Time,7
570,Enterprise,Active,3,130.00,29,Medium,High,Medium,On-Time,8
571,Pro,Active,4,79.00,19,Medium,Medium,Medium,On-Time,10
572,Pro,Active,3,51.00,7,High,Medium,High,On-Time,9
573,Pro,Active,2,65.00,25,High,Medium,Low,On-Time,9
574,Pro,Active,0,64.00,14,High,High,Low,On-Time,9
575,Pro,Active,3,70.00,31,High,High,Medium,On-Time,10
576,Basic,Churned,12,10.00,214,Low,Low,Medium,Delayed,4
577,Basic,"At Risk",5,15.00,15,Medium,High,Medium,Delayed,10
578,Basic,Churned,15,15.00,187,Low,Low,Medium,Missed,3
579,Pro,Churned,9,47.00,55,Medium,Low,Medium,Missed,7
580,Basic,Active,3,13.00,17,Medium,Medium,Low,On-Time,10
581,Basic,Active,1,18.00,17,High,High,Low,On-Time,7
582,Basic,Active,2,23.00,25,Medium,High,Low,On-Time,7
583,Pro,Active,0,75.00,1,High,High,Low,On-Time,8
584,Basic,Active,1,11.00,27,High,High,Low,On-Time,8
585,Basic,Churned,9,16.00,93,Medium,Low,Medium,On-Time,5
586,Pro,Churned,9,51.00,99,Low,Low,Low,On-Time,6
587,Basic,Churned,12,20.00,127,Low,Low,Low,Missed,5
588,Basic,Active,1,26.00,4,High,Medium,Low,On-Time,8
589,Pro,Active,3,67.00,35,High,High,Medium,On-Time,8
590,Basic,"At Risk",6,29.00,36,High,Medium,Medium,Delayed,8
591,Basic,"At Risk",8,11.00,101,Medium,Low,Medium,On-Time,7
592,Pro,Active,2,73.00,17,Medium,High,Low,On-Time,9
593,Basic,Active,2,28.00,17,High,High,Medium,On-Time,8
594,Basic,Active,4,15.00,44,Medium,High,Medium,On-Time,7
595,Basic,Churned,10,23.00,92,Medium,Low,Medium,Delayed,7
596,Basic,"At Risk",8,20.00,90,Low,Low,Low,On-Time,6
597,Basic,Active,2,23.00,16,Medium,High,Low,On-Time,9
598,Enterprise,"At Risk",5,204.00,30,Medium,Medium,High,On-Time,7
599,Basic,Active,4,16.00,41,Medium,High,Medium,On-Time,9
600,Enterprise,"At Risk",5,199.00,44,High,Medium,High,On-Time,7
601,Basic,Active,3,13.00,19,High,High,Low,Delayed,10
602,Basic,Active,3,13.00,39,High,Medium,Low,On-Time,9
603,Pro,Active,1,41.00,22,High,High,Low,On-Time,9
604,Basic,Active,0,23.00,12,High,High,Low,On-Time,9
605,Basic,Active,3,13.00,14,Medium,Medium,Medium,On-Time,8
606,Basic,"At Risk",5,14.00,42,Medium,Medium,Medium,On-Time,7
607,Basic,Active,3,18.00,33,High,Medium,Low,On-Time,7
608,Pro,Active,3,75.00,39,Medium,High,Low,On-Time,7
609,Enterprise,Active,2,259.00,0,Medium,Medium,Low,On-Time,8
610,Basic,Active,2,19.00,14,High,High,High,On-Time,9
611,Basic,"At Risk",8,27.00,66,Medium,Medium,Low,Delayed,4
612,Enterprise,"At Risk",7,185.00,79,Low,Low,Low,On-Time,7
613,Basic,Churned,11,17.00,164,Low,Low,Low,Delayed,4
614,Basic,Active,3,14.00,40,High,High,Medium,On-Time,10
615,Enterprise,Active,3,131.00,14,High,Medium,High,On-Time,8
616,Pro,Active,1,54.00,21,High,High,Low,On-Time,8
617,Basic,Active,3,21.00,38,Medium,High,Low,On-Time,7
618,Basic,Active,0,24.00,12,High,High,Low,On-Time,8
619,Basic,"At Risk",8,27.00,72,Medium,Medium,Low,Delayed,6
620,Basic,Active,3,17.00,33,High,Medium,Low,On-Time,7
621,Basic,"At Risk",8,29.00,72,Medium,Low,Low,Delayed,7
622,Basic,Active,2,15.00,12,High,High,High,On-Time,8
623,Basic,Active,3,28.00,15,High,Medium,Medium,On-Time,7
624,Basic,Active,4,29.00,20,Medium,Medium,Medium,On-Time,8
625,Enterprise,Active,2,232.00,14,High,Medium,Medium,On-Time,10
626,Pro,Active,1,67.00,16,High,High,Low,On-Time,8
627,Enterprise,Churned,10,248.00,82,Low,Low,Low,Delayed,4
628,Pro,Churned,15,43.00,248,Low,Low,Medium,Missed,2
629,Basic,Active,4,13.00,24,Medium,Medium,Medium,On-Time,9
630,Pro,"At Risk",7,45.00,118,Medium,Medium,Medium,On-Time,7
631,Basic,Active,1,16.00,13,High,High,Medium,On-Time,7
632,Basic,"At Risk",6,20.00,12,Medium,Medium,High,Delayed,9
633,Basic,"At Risk",5,22.00,39,Medium,Medium,Medium,On-Time,9
634,Pro,Active,2,45.00,37,High,High,Low,On-Time,8
635,Basic,Churned,10,22.00,69,Low,Medium,Low,Missed,6
636,Pro,"At Risk",8,56.00,92,Low,Medium,Low,On-Time,4
637,Basic,Active,4,20.00,35,High,Medium,Medium,On-Time,10
638,Basic,"At Risk",8,24.00,74,Medium,Medium,Low,Delayed,6
639,Pro,Active,3,57.00,44,High,Medium,Low,On-Time,9
640,Pro,Active,4,72.00,22,Medium,High,High,On-Time,9
641,Pro,Churned,10,49.00,74,Medium,Low,Low,Missed,5
642,Basic,"At Risk",7,20.00,89,Medium,Low,Low,On-Time,5
643,Basic,Churned,13,27.00,286,Low,Low,Low,Delayed,3
644,Basic,Churned,9,28.00,105,Medium,Low,High,On-Time,7
645,Pro,Active,3,62.00,6,Medium,Medium,Medium,On-Time,7
646,Basic,Active,2,10.00,18,High,High,Medium,On-Time,7
647,Enterprise,Active,4,278.00,43,High,Medium,Medium,On-Time,10
648,Basic,Active,3,19.00,19,High,High,High,On-Time,9
649,Pro,"At Risk",8,76.00,67,Medium,Low,Low,Delayed,7
650,Pro,"At Risk",7,57.00,48,Low,Low,Low,On-Time,6
651,Basic,Active,1,27.00,25,High,High,Low,On-Time,10
652,Basic,"At Risk",6,13.00,33,Medium,Medium,Low,Delayed,9
653,Basic,"At Risk",8,13.00,51,Low,Low,Low,Delayed,7
654,Pro,"At Risk",8,42.00,83,Low,Medium,High,On-Time,7
655,Basic,Active,3,27.00,31,Medium,High,Low,On-Time,7
656,Basic,Churned,14,13.00,143,Low,Low,Medium,Delayed,1
657,Pro,Active,3,50.00,26,High,Medium,Medium,On-Time,8
658,Pro,Active,2,42.00,26,High,Medium,Low,On-Time,9
659,Basic,"At Risk",5,29.00,1,High,Medium,High,Delayed,8
660,Basic,Active,4,28.00,40,Medium,High,Medium,On-Time,8
661,Basic,Active,3,21.00,29,High,Medium,Medium,On-Time,10
662,Enterprise,Active,1,279.00,29,High,High,Low,On-Time,7
663,Basic,Active,2,27.00,10,Medium,High,Medium,On-Time,10
664,Pro,Churned,14,43.00,241,Low,Low,Low,Missed,2
665,Basic,Churned,14,16.00,236,Low,Low,Low,Missed,3
666,Basic,Active,3,18.00,40,High,Medium,Low,On-Time,7
667,Basic,Active,2,26.00,5,High,High,Low,Delayed,9
668,Pro,Churned,10,54.00,113,Medium,Low,Medium,Delayed,7
669,Enterprise,Churned,12,186.00,111,Low,Medium,Medium,Missed,5
670,Basic,"At Risk",7,23.00,101,Medium,Medium,Low,On-Time,4
671,Basic,Churned,15,10.00,237,Low,Low,Medium,Missed,1
672,Basic,Active,1,20.00,6,High,Medium,Low,On-Time,7
673,Basic,Active,2,14.00,10,Medium,Medium,Low,On-Time,9
674,Basic,Churned,10,27.00,116,Medium,Low,Low,Delayed,4
675,Pro,Churned,12,77.00,197,Low,Low,Medium,Delayed,5
676,Pro,"At Risk",5,50.00,43,Medium,Medium,Medium,On-Time,10
677,Basic,Active,4,29.00,43,Medium,Medium,Low,On-Time,9
678,Basic,Active,3,25.00,20,Medium,Medium,Low,On-Time,7
679,Basic,Active,1,15.00,8,High,Medium,Low,On-Time,9
680,Pro,Active,3,68.00,24,High,Medium,Medium,On-Time,9
681,Pro,Churned,12,65.00,48,Low,Low,High,Missed,4
682,Pro,Active,4,44.00,44,High,Medium,Medium,On-Time,8
683,Pro,Active,1,43.00,14,High,Medium,Low,On-Time,8
684,Basic,Active,1,24.00,10,High,High,Medium,On-Time,7
685,Basic,"At Risk",5,29.00,16,Medium,Medium,High,On-Time,10
686,Basic,"At Risk",5,22.00,22,Medium,Medium,High,On-Time,8
687,Pro,"At Risk",8,54.00,46,Low,Low,High,On-Time,7
688,Basic,Active,3,26.00,30,Medium,High,Medium,On-Time,9
689,Basic,Active,2,23.00,27,High,Medium,Low,On-Time,8
690,Pro,Active,3,43.00,22,High,High,High,On-Time,9
691,Basic,Churned,13,19.00,283,Low,Low,High,Delayed,5
692,Basic,Active,3,28.00,23,Medium,Medium,Low,On-Time,8
693,Pro,Churned,10,79.00,119,Low,Low,Medium,On-Time,4
694,Pro,"At Risk",5,40.00,4,High,Medium,High,Delayed,10
695,Enterprise,Churned,11,236.00,78,Medium,Low,High,Delayed,5
696,Pro,Active,4,50.00,38,High,Medium,Medium,On-Time,8
697,Basic,Churned,13,16.00,246,Low,Low,Medium,Missed,4
698,Pro,Active,4,44.00,11,Medium,High,Medium,Delayed,7
699,Pro,Churned,14,51.00,227,Low,Low,Medium,Delayed,2
700,Pro,Active,3,40.00,36,High,Medium,Low,On-Time,10
701,Pro,"At Risk",7,70.00,88,Medium,Low,Low,On-Time,4
702,Basic,"At Risk",7,16.00,59,Low,Medium,Medium,On-Time,5
703,Basic,Churned,9,22.00,47,Medium,Low,Low,Missed,6
704,Basic,"At Risk",5,17.00,32,Medium,Medium,Medium,On-Time,10
705,Basic,Churned,11,24.00,183,Low,Low,Low,Delayed,4
706,Basic,Churned,14,27.00,141,Low,Low,Medium,Delayed,1
707,Pro,"At Risk",8,47.00,55,Low,Medium,Medium,Delayed,7
708,Basic,Active,4,21.00,17,Medium,Medium,Medium,On-Time,7
709,Pro,Active,3,53.00,41,High,High,Medium,On-Time,7
710,Basic,Churned,9,28.00,74,Low,Low,Medium,On-Time,4
711,Basic,Active,2,12.00,1,Medium,Medium,Low,On-Time,10
712,Basic,"At Risk",8,29.00,49,Medium,Low,Low,Delayed,6
713,Pro,Active,1,75.00,3,High,Medium,Low,On-Time,10
714,Basic,Active,3,18.00,19,High,Medium,Medium,On-Time,8
715,Pro,Active,1,60.00,12,High,High,Medium,On-Time,10
716,Basic,Active,2,28.00,9,Medium,Medium,Low,On-Time,7
717,Pro,Active,3,46.00,30,High,Medium,Medium,On-Time,7
718,Basic,Active,0,20.00,11,High,High,Low,On-Time,8
719,Basic,Active,1,29.00,25,High,High,Low,On-Time,7
720,Basic,Active,1,16.00,0,Medium,High,Low,On-Time,9
721,Basic,Active,0,10.00,2,High,High,Low,On-Time,7
722,Basic,Active,1,25.00,6,High,Medium,Low,On-Time,9
723,Pro,Churned,12,54.00,86,Low,Low,High,Missed,7
724,Pro,Active,3,40.00,29,High,Medium,Medium,On-Time,9
725,Pro,Active,1,52.00,4,High,High,Medium,On-Time,7
726,Pro,Active,3,40.00,20,Medium,High,Medium,On-Time,8
727,Basic,Active,0,25.00,2,High,High,Low,On-Time,9
728,Basic,Churned,10,15.00,60,Medium,Medium,High,Delayed,4
729,Basic,Active,4,12.00,29,Medium,High,High,On-Time,7
730,Basic,Active,2,26.00,8,Medium,High,Medium,On-Time,10
731,Enterprise,Active,3,210.00,21,Medium,Medium,Low,On-Time,9
732,Basic,"At Risk",5,29.00,26,Medium,Medium,High,On-Time,9
733,Pro,"At Risk",7,53.00,76,Medium,Low,Low,On-Time,4
734,Pro,Active,4,64.00,20,Medium,Medium,Medium,On-Time,7
735,Basic,Churned,10,15.00,113,Medium,Low,Low,Missed,7
736,Pro,Active,0,67.00,2,High,High,Low,On-Time,7
737,Basic,Churned,16,10.00,160,Low,Low,High,Missed,1
738,Basic,"At Risk",8,29.00,83,Medium,Medium,High,On-Time,4
739,Pro,Active,3,53.00,26,High,High,High,On-Time,9
740,Basic,Active,1,17.00,20,High,High,Low,On-Time,7
741,Pro,Active,2,79.00,12,Medium,Medium,Low,On-Time,10
742,Enterprise,Active,2,215.00,9,High,High,High,On-Time,8
743,Basic,Active,1,27.00,29,High,High,Low,On-Time,8
744,Basic,Active,3,25.00,26,Medium,High,Medium,On-Time,7
745,Basic,Active,3,17.00,30,High,High,Low,Delayed,9
746,Pro,Active,0,57.00,5,High,High,Low,On-Time,10
747,Pro,Churned,11,74.00,65,Low,Medium,High,Delayed,5
748,Basic,Active,2,20.00,14,High,High,Low,Delayed,7
749,Basic,Churned,15,20.00,200,Low,Low,Medium,Missed,2
750,Basic,Active,1,23.00,28,High,High,Low,On-Time,8
751,Basic,Active,0,17.00,3,High,High,Low,On-Time,9
752,Basic,Active,1,22.00,29,High,High,Low,On-Time,8
753,Basic,Active,4,23.00,33,Medium,High,Medium,On-Time,7
754,Basic,"At Risk",5,10.00,43,High,Medium,High,On-Time,10
755,Pro,"At Risk",5,44.00,41,Medium,Medium,Medium,On-Time,7
756,Basic,Active,3,17.00,38,High,High,Medium,On-Time,7
757,Basic,Active,4,14.00,20,Medium,Medium,Medium,On-Time,10
758,Basic,"At Risk",8,23.00,89,Low,Medium,Medium,On-Time,4
759,Basic,Active,1,23.00,24,High,High,Low,On-Time,8
760,Basic,Active,3,15.00,33,High,High,Medium,On-Time,8
761,Enterprise,Active,3,192.00,9,Medium,High,High,On-Time,10
762,Basic,Active,1,15.00,5,High,High,Medium,On-Time,10
763,Basic,Active,2,21.00,26,High,Medium,Low,On-Time,7
764,Basic,"At Risk",5,16.00,42,Medium,Medium,Medium,On-Time,10
765,Basic,Active,2,28.00,19,Medium,High,Low,On-Time,10
766,Basic,Active,2,13.00,20,High,High,Medium,On-Time,8
767,Pro,Active,1,76.00,6,High,High,Medium,On-Time,7
768,Basic,"At Risk",5,22.00,7,Medium,Medium,Medium,Delayed,7
769,Basic,"At Risk",8,25.00,100,Medium,Low,Low,On-Time,5
770,Pro,Active,2,71.00,0,High,High,High,On-Time,10
771,Basic,"At Risk",5,19.00,35,Medium,Medium,Medium,On-Time,9
772,Basic,Active,4,12.00,22,Medium,Medium,Medium,On-Time,9
773,Pro,Churned,14,41.00,251,Low,Low,Medium,Delayed,2
774,Basic,Churned,12,28.00,91,Low,Low,Low,Missed,5
775,Enterprise,Active,3,217.00,22,Medium,Medium,Low,On-Time,7
776,Basic,Active,3,27.00,16,Medium,Medium,Low,On-Time,9
777,Basic,Active,2,21.00,1,High,Medium,Medium,On-Time,9
778,Basic,Active,4,10.00,35,Medium,Medium,Low,On-Time,8
779,Pro,Churned,10,60.00,94,Low,Low,Medium,On-Time,4
780,Pro,"At Risk",5,62.00,34,Medium,Medium,Medium,On-Time,9
781,Enterprise,Active,1,247.00,17,High,High,Low,On-Time,9
782,Basic,Active,4,17.00,1,Medium,Medium,Low,Delayed,9
783,Pro,Churned,14,79.00,178,Low,Low,Low,Missed,2
784,Basic,Active,3,23.00,26,High,High,High,On-Time,7
785,Pro,Active,3,61.00,32,High,Medium,Low,On-Time,10
786,Basic,Active,3,27.00,38,High,Medium,Low,On-Time,7
787,Pro,Active,1,43.00,2,High,High,Medium,On-Time,9
788,Pro,Active,4,46.00,44,High,Medium,Medium,On-Time,7
789,Pro,Churned,11,78.00,115,Low,Low,Low,Missed,7
790,Basic,Active,4,16.00,31,High,High,Low,Delayed,7
791,Basic,Active,1,22.00,10,High,Medium,Low,On-Time,10
792,Basic,Churned,14,22.00,260,Low,Low,Low,Missed,2
793,Pro,"At Risk",6,57.00,49,Medium,Low,Low,On-Time,5
794,Enterprise,Active,4,175.00,39,Medium,Medium,Low,On-Time,7
795,Basic,Active,4,20.00,37,Medium,Medium,Low,On-Time,7
796,Basic,Churned,14,20.00,193,Low,Low,Low,Missed,1
797,Basic,Active,1,10.00,3,High,High,Medium,On-Time,10
798,Basic,Active,3,19.00,16,High,Medium,Medium,On-Time,8
799,Pro,Active,3,64.00,10,High,Medium,High,On-Time,10
800,Basic,Churned,12,27.00,118,Low,Low,High,Delayed,7
801,Enterprise,Churned,11,286.00,58,Low,Medium,High,Missed,6
802,Pro,Churned,12,73.00,198,Low,Low,Low,Missed,4
803,Basic,Churned,13,17.00,249,Low,Low,Low,Delayed,2
804,Basic,Active,4,28.00,40,Medium,High,Medium,On-Time,10
805,Pro,Churned,13,70.00,100,Medium,Low,High,Missed,4
806,Pro,Churned,12,64.00,106,Low,Low,Medium,Delayed,6
807,Basic,Active,3,16.00,1,Medium,High,Low,Delayed,10
808,Basic,Active,2,13.00,13,High,Medium,Medium,On-Time,8
809,Basic,Churned,10,13.00,88,Medium,Low,Low,Missed,5
810,Basic,Active,3,15.00,35,High,High,Medium,On-Time,8
811,Pro,Churned,9,43.00,105,Low,Medium,Medium,On-Time,4
812,Basic,Churned,11,16.00,65,Medium,Low,Medium,Missed,4
813,Pro,Active,2,42.00,13,Medium,Medium,Low,On-Time,10
814,Basic,"At Risk",5,25.00,7,Medium,Medium,Medium,Delayed,9
815,Basic,Active,3,14.00,30,High,Medium,Medium,On-Time,8
